extern_id,name,addr,tel,region,location,access,budget,shop_type,cuisine_type,station,adjusted_addr,latitude,longitude,rating
43005,【お好み焼き　もんじゃ　焼肉　食べ放題　飲み放題】　個室居酒屋　こげ屋,川崎市川崎区砂子２－６－５日吉屋砂子第2ビル2F,050-5816-2787,神奈川県,川崎・鶴見,ＪＲ川崎駅東口徒歩４分,2500円,居酒屋,お好み焼き・もんじゃ,川崎/京急川崎,川崎市川崎区砂子2-6-5,35.5291866,139.6999458,
43045,【大阪　鶴橋　お好み焼き】　わっはっはっ風月　渋谷,渋谷区渋谷１－１５－１９　双葉ビル３Ｆ,050-5841-0628,東京都,渋谷,渋谷駅東口徒歩1分　■明治通り沿い！駅チカで便利です♪■原宿～渋谷への通り道にも寄りやすいですよ♪,2500円（★ドリンク50%OFFや、お会計から20%OFFクーポン有♪）,お好み焼き・もんじゃ・鉄板焼き,お好み焼き・もんじゃ,渋谷/原宿/明治神宮前,渋谷区渋谷1-15-19,35.6605497,139.7026841,
43049,○心食道　がっ天　～自家農園の産直野菜＆こだわり食材のお店～,三鷹市下連雀３－１５－１３　１F,050-5816-4737,東京都,吉祥寺・荻窪・三鷹,三鷹駅徒歩2分,4000円,居酒屋,和風創作料理,三鷹,三鷹市下連雀3-15-13,35.7013499,139.5623667,
43078,ヒルトン大阪　チェッカーズ,大阪市北区梅田１-8-8　ヒルトン大阪2F,06-6347-0310,大阪府,梅田・西梅田・福島・北新地,地下鉄四つ橋線西梅田駅徒歩1分/JR大阪駅徒歩2分,3500円,各国料理,無国籍・多国籍料理,梅田/大阪/西梅田,大阪市北区梅田1-8-8,34.6998147,135.4959738,
43584,しゃぶしゃぶ　どん亭　南柏店,柏市豊町１-2-23,050-5816-2403,千葉県,柏・松戸・新松戸,ＪＲ常磐線南柏駅徒歩10分,2500円（通常平均）　3720円（宴会平均）　1100円（ランチ平均）,和食,しゃぶしゃぶ,南柏,柏市豊町1-2-23,35.8488458,139.9564611,
43587,ビッグエコー三軒茶屋駅前店,世田谷区三軒茶屋２-13-14,050-5815-0289,東京都,池尻大橋・三軒茶屋・駒沢大学,三軒茶屋駅徒歩1分,3000円,カラオケ・パーティ,和風創作料理,三軒茶屋,世田谷区三軒茶屋2-13-14,35.6434091,139.6706430,
43595,【元祖】月島もんじゃ屋形船　,江東区新木場２-6-3（乗り場：新木場桟橋）,050-5815-3063,東京都,門前仲町・東陽町・木場・葛西,JR京葉線・メトロ有楽町線・東京臨海高速鉄道『新木場駅』送迎バス乗場より無料送迎約５分＊30分前集合＊　,5000円,お好み焼き・もんじゃ・鉄板焼き,お好み焼き・もんじゃ,新木場,江東区新木場2-6-3,35.6395412,139.8321095,
43701,NIJYU-MARU（にじゅうまる）　町田一番街通り店　町田　個室　居酒屋,町田市原町田６-10-10第35東京ビル3F,050-5815-6954,東京都,町田,■小田急線町田駅　徒歩2分　■JR横浜線徒歩2分,2500円,居酒屋,和風創作料理,町田,町田市原町田6-10-10,35.5435009,139.4467791,
43706,NIJYU-MARU（にじゅうまる）　海老名スクエアー店,海老名市中央３－２－４８－海老名スクエアービル５Ｆ,050-5815-5271,神奈川県,厚木・相模原・大和・海老名,「小田急線海老名」「相鉄線海老名」駅より徒歩3分♪ショッパーズプラザ横　海老名スクエアービル５F　お電話下さい！,2500円,居酒屋,和風創作料理,海老名,海老名市中央3-2-48,35.4510007,139.3902697,
43796,牛繁 （ぎゅうしげ）　小岩店,江戸川区西小岩１-20-15　　　　　,050-5815-2773,東京都,錦糸町・浅草橋・両国・亀戸,ＪＲ小岩駅北口　徒歩3分,2500円（通常平均）　4000円（宴会コース飲み放題付き平均）,焼肉・韓国料理,炭火焼,京成小岩/小岩,江戸川区西小岩1-20-15,35.7339093,139.8793771,
44005,はなの舞　葛西駅前店,江戸川区中葛西５－３４－１１　Ｋ－ＰＬＡＺＡ２Ｆ,050-5815-4557,東京都,門前仲町・東陽町・木場・葛西,地下鉄東西線葛西駅　徒歩1分,2800円,居酒屋,和食全般,葛西/西葛西,江戸川区中葛西5-34-11,35.6629900,139.8719611,
44023,旬菜遊亭　津多家（つたや）　横浜鶴屋町店,横浜市神奈川区鶴屋町２－２３－２　TＳ　プラザビル地下,050-5828-8935,神奈川県,横浜,JR横浜駅きた西口徒歩2分,3000円,居酒屋,和食全般,横浜,横浜市神奈川区鶴屋町2-23-2,35.4683521,139.6215287,
44082,た喜ち,文京区本郷３－３１－６,050-5815-8305,東京都,水道橋・飯田橋・神楽坂,丸ノ内線本郷三丁目駅　徒歩3分／都営大江戸線本郷三丁目駅B5出口　徒歩1分,ランチ：980円／ディナー：5000円,創作料理,イタリア料理,本郷三丁目,文京区本郷3-31-6,35.7066320,139.7612887,
44083,大塚　大和田　本店,豊島区南大塚２－４２－４,03-3946-8311,東京都,池袋・巣鴨・大塚,JR大塚駅徒歩2分,2000円（昼）/3000円（夜）,和食,和食全般,大塚,豊島区南大塚2-42-4,35.7301261,139.7295372,
44084,焼肉・もつ鍋・炭焼ホルモン　大成食道　巣鴨店,豊島区巣鴨２－９－３　田中ビル１Ｆ,050-5815-4185,東京都,池袋・巣鴨・大塚,JR巣鴨駅北口　徒歩2分／地下鉄都営三田線巣鴨駅A4出口　徒歩1分,2800円,焼肉・韓国料理,焼肉・ホルモン・ジンギスカン,巣鴨,豊島区巣鴨2-9-3,35.7346395,139.7382198,
44087,カフェテリア　マーメイド,江東区有明３－１１－１　東京ビックサイト内,03-5530-1160,東京都,お台場,ゆりかもめ国際展示場正門駅　徒歩3分／りんかい線国際展示場駅　徒歩7分,1000円,洋食,カレー・ハヤシライス,国際展示場/国際展示場正門,江東区有明3-11-1,35.6300386,139.7937499,
44088,浅草　井泉,台東区浅草１－１６－９　たぬき通り,03-3841-1273,東京都,上野・御徒町・浅草,地下鉄銀座線浅草駅　徒歩3分／都営浅草線浅草駅　徒歩5分／東武伊勢崎線浅草駅　徒歩3分／つくばEX浅草駅　徒歩2分,1300円,創作料理,とんかつ,浅草/浅草,台東区浅草1-16-9,35.7118492,139.7945528,
44089,麹町　おおいし,千代田区麹町２－５－３　Ｂ１,03-3264-0086,東京都,四ツ谷・麹町・市ヶ谷・九段下,東京メトロ半蔵門線半蔵門駅2番出口　徒歩1分／東京メトロ有楽町線麹町駅A1出口　徒歩3分,6000円～13000円,和食,懐石料理,麹町/半蔵門,千代田区麹町2-5-3,35.6836369,139.7403909,
44091,くいものやＢＡＲ　亀有店,葛飾区亀有５－１５－１３　,03-3606-7217,東京都,北千住・日暮里・葛飾・荒川,JR亀有駅北口　徒歩1分,3000円,居酒屋,無国籍・多国籍料理,亀有,葛飾区亀有5-15-13,35.7663052,139.8464810,
44093,アジアンダイニングバー　ＳＡＰＡＮＡ　水道橋店,千代田区三崎町２－１１－１２　アイロン三崎町Ｂ１,050-5815-9604,東京都,水道橋・飯田橋・神楽坂,JR水道橋駅　徒歩2分／地下鉄東西線九段下駅　徒歩8分／地下鉄半蔵門線神保町駅　徒歩8分,ランチ950円・ディナー2000円,アジアン,インド料理,九段下/神保町/水道橋,千代田区三崎町2-11-12,35.7011074,139.7540866,
44096,イタリア料理　カプリチョーザ　両国店,墨田区両国２－１０－１４　両国シティコア２Ｆ,03-5600-3622,東京都,錦糸町・浅草橋・両国・亀戸,JR総武線両国駅　西口徒歩3分／都営大江戸線両国駅　徒歩9分,1400円,イタリアン・フレンチ,イタリア料理,両国/両国,墨田区両国2-10-14,35.6938871,139.7926898,
44103,フェルマ　一番町,仙台市青葉区一番町４-3-1 菅原酒店ビル5F,050-5834-6422,宮城県,仙台（仙台市中心部）,地下鉄南北線広瀬通駅　徒歩3分,"3,000円（通常平均）　3,800円（宴会平均）",イタリアン・フレンチ,イタリア料理,勾当台公園/広瀬通,仙台市青葉区一番町4-3-1,38.2625851,140.8710947,
44397,ＢＡＯＢＡＢ,足立区千住１－２２－７,050-5815-8803,東京都,北千住・日暮里・葛飾・荒川,JR・地下鉄北千住駅西口より徒歩5分,3500円,ダイニングバー,その他各国料理,北千住,足立区千住1-22-7,35.7478958,139.8015475,
44401,【国産豚カルビ専門店　焼肉】　済州とん － チェジュトン －,豊島区巣鴨３－３１－２　アルカディア篠１Ｆ,050-5828-8819,東京都,池袋・巣鴨・大塚,JR巣鴨駅北口　徒歩2分／地下鉄都営三田線巣鴨駅A3出口　徒歩1分,2500円,焼肉・韓国料理,韓国料理,巣鴨,豊島区巣鴨3-31-2,35.7342257,139.7370671,
44403,土間土間　巣鴨店,豊島区巣鴨３－２８－９　桃花源ビル６Ｆ,050-5815-0956,東京都,池袋・巣鴨・大塚,地下鉄都営三田線巣鴨駅　徒歩1分／JR巣鴨駅　徒歩5分　,2450円,居酒屋,和食全般,巣鴨,豊島区巣鴨3-28-9,35.7335730,139.7378449,
44405,旬菜・魚料理～隠れ家居酒屋～　でこ八　水道橋,文京区本郷１－１５－４　文京尚学館ビルＢ１,050-5815-8413,東京都,水道橋・飯田橋・神楽坂,JR水道橋駅東口　徒歩3分/都営三田線水道橋駅A6出口　徒歩1分/都営大江戸線春日駅　徒歩3分/丸ノ内線後楽園駅　徒歩3分,3200円,居酒屋,和食全般,春日/後楽園/水道橋,文京区本郷1-15-4,35.7042960,139.7551475,
44407,半兵ヱ　水道橋店,千代田区三崎町１－４－８　愛光舎ビルＢ１Ｆ,050-5831-3374,東京都,水道橋・飯田橋・神楽坂,JR水道橋駅東口　徒歩1分/都営三田線水道橋駅　徒歩1分,1900円,居酒屋,焼き鳥・鶏料理,水道橋,千代田区三崎町1-4-8,35.7012103,139.7557198,
44412,ベトナミーズ chau bau　（チャウバウ）,福岡市中央区渡辺通２-9-12,092-713-1109,福岡県,薬院･平尾･大橋･その他南エリア,薬院駅・地下鉄渡辺通駅より徒歩５分,3000円,創作料理,ベトナム料理,福岡/薬院/渡辺通,福岡市中央区渡辺通2-9-12,33.5836221,130.4032182,
44424,居酒屋　土間土間　大塚店,豊島区北大塚２－２－２　ランドマークビル３Ｆ,050-5815-7984,東京都,池袋・巣鴨・大塚,JR大塚駅徒歩2分,2500円,居酒屋,和食全般,大塚,豊島区北大塚2-2-2,35.7320814,139.7280872,
44433,焼肉専科　巌流　-がんりゅう-,葛飾区新小岩１－５０－１２　,050-5815-6193,東京都,錦糸町・浅草橋・両国・亀戸,JR総武線新小岩駅南口　徒歩3分,通常　3500円、宴会　3500円,焼肉・韓国料理,焼肉・ホルモン・ジンギスカン,新小岩,葛飾区新小岩1-50-12,35.7155722,139.8601827,
44438,知夢仁　平河町店,千代田区麹町２－７－３　半蔵門ウッドフィールド１F,050-5815-1111,東京都,四ツ谷・麹町・市ヶ谷・九段下,東京メトロ半蔵門線半蔵門駅2番出口　徒歩1分／東京メトロ有楽町駅麹町駅　徒歩3分　JR四谷駅徒歩１０分,2500円～3000円,居酒屋,和食全般,半蔵門,千代田区麹町2-7-3,35.6835342,139.7411437,
44445,飲み喰い　だぼ,福山市春日町１－４－１７,084-941-7880,広島県,福山,春日町/いけの飯店北側,3500円,居酒屋,和食全般,東福山,福山市春日町1-4-17,34.5068947,133.4066143,
44704,かに徳　郡山本館,郡山市亀田２－１８－１６,024-931-2188,福島県,郡山,うねめ通りを自衛隊方面へ。国道49号線交差点から約200ｍ左側(TSUTAYAみどり書房さんの向い)です,3000円～4000円,和食,かに・えび・うに・海鮮料理,郡山,郡山市亀田2-18-16,37.4069419,140.3477485,
44775,月島　海鮮もんじゃ　けい,中央区月島１－２５－９,050-5815-8302,東京都,銀座・有楽町・新橋・築地・月島,地下鉄有楽町線・大江戸線　月島駅8番出口徒歩1分,2500円,お好み焼き・もんじゃ・鉄板焼き,お好み焼き・もんじゃ,月島,中央区月島1-25-9,35.6636793,139.7827415,
44782,月島　海鮮もんじゃ　片岡,中央区月島１－２５－９,050-5816-0488,東京都,銀座・有楽町・新橋・築地・月島,地下鉄有楽町線・大江戸線　月島駅8番出口徒歩1分,2000円,お好み焼き・もんじゃ・鉄板焼き,お好み焼き・もんじゃ,月島,中央区月島1-25-9,35.6636793,139.7827415,
44792,もんじゃ・お好み焼き　浦島たろう,千代田区三崎町３－７－１２,050-5815-7312,東京都,水道橋・飯田橋・神楽坂,JR水道橋駅西口徒歩1分,2300円,お好み焼き・もんじゃ・鉄板焼き,お好み焼き・もんじゃ,九段下/神保町/水道橋,千代田区三崎町3-7-12,35.7015573,139.7520422,
44793,居酒屋　土間土間　亀有店,葛飾区亀有５－２８－１２　吉田ビル２Ｆ,050-5815-7968,東京都,北千住・日暮里・葛飾・荒川,JR亀有駅北口　徒歩2分,2700円,居酒屋,和風創作料理,亀有,葛飾区亀有5-28-12,35.7681022,139.8472419,
44808,『新』創作和食空間　酔壱や　～浅草橋～,台東区浅草橋１－２８－１,050-5815-8776,東京都,錦糸町・浅草橋・両国・亀戸,JR浅草橋駅東口　徒歩1分／都営浅草線浅草橋駅A3出口　徒歩1分,3500円,居酒屋,和風創作料理,浅草橋,台東区浅草橋1-28-1,35.6979421,139.7853681,
44813,あさくさ　すし栄,台東区浅草１－３４－４,03-3842-7989,東京都,上野・御徒町・浅草,地下鉄銀座線浅草駅　徒歩2分／都営浅草線浅草駅　徒歩3分／東武伊勢崎線浅草駅　徒歩2分／つくばEX浅草駅　徒歩5分,5000円（ランチ900円～）,和食,寿司,浅草/浅草,台東区浅草1-34-4,35.7122019,139.7972276,
44829,麹町Visyak Tokyo ～カフェ&amp;パーティースタイル～,千代田区麹町１－８－４　ＡＴＩビル１Ｆ,050-5831-3192,東京都,四ツ谷・麹町・市ヶ谷・九段下,東京メトロ半蔵門線半蔵門駅　5番出口徒歩1分／東京メトロ有楽町線麹町駅　徒歩3分,2000～2500円,カラオケ・パーティ,イタリア料理,麹町/半蔵門,千代田区麹町1-8-4,35.6850534,139.7417852,
44858,韓国家,高松市瓦町２-1-8,087-834-0191,香川県,高松,トキワ新町南口入って2つ目の交差点を西へすぐ！（瓦町駅から徒歩3分！）,3500円,焼肉・韓国料理,韓国料理,片原町/瓦町/高松,高松市瓦町2-1-8,34.3407881,134.0503295,
45316,味食処　ＫＥＮ家　おまんたいちばん,千代田区麹町２－４－１６　ライオンズマンション桔梗　B１Ｆ,03-5226-0053,東京都,四ツ谷・麹町・市ヶ谷・九段下,東京メトロ麹町駅　1・3番出口徒歩3分／東京メトロ半蔵門駅　3番出口徒歩3分,3500円,居酒屋,和食全般,麹町/半蔵門,千代田区麹町2-4-16,35.6844951,139.7395798,
45321,【個室 居酒屋】 くいもの屋わん　錦糸町店,墨田区江東橋４－２７－１４　楽天地ビル３F,050-5815-7823,東京都,錦糸町・浅草橋・両国・亀戸,東京スカイツリーから徒歩20分/JR総武線錦糸町駅南口徒歩1分/地下鉄半蔵門線2番出口徒歩スグ,3000円,居酒屋,和風創作料理,錦糸町/錦糸町,墨田区江東橋4-27-14,35.6964979,139.8158070,
45323,ｐｉｚｚｅｒｉａ &nbsp;ａｎｇｅｌｉｎｏ ,千代田区麹町３－１２－９　キャナル麹町１Ｆ,03-6914-8590,東京都,四ツ谷・麹町・市ヶ谷・九段下,東京メトロ有楽町線麹町駅　A3出口徒歩1分／半蔵門駅　徒歩3分,3000円,イタリアン・フレンチ,イタリア料理,麹町/半蔵門,千代田区麹町3-12-9,35.6856255,139.7386021,
45328,カラオケ かぐら,新宿区神楽坂２－１２－５,03-3269-0513,東京都,水道橋・飯田橋・神楽坂,JR飯田橋駅西口　徒歩3分／地下鉄飯田橋駅B3　徒歩2分／地下鉄神楽坂駅　徒歩6分／地下鉄牛込神楽坂駅　徒歩7分,2500円,カラオケ・パーティ,洋食全般,飯田橋/牛込神楽坂/神楽坂,新宿区神楽坂2-12-5,35.7012654,139.7414179,
45331,ＲＯＢＡＴＡ　ＤＩＮＩＮＧ　ほむら,千代田区三崎町２－１５－１０　華ビル２Ｆ,050-5815-8709,東京都,水道橋・飯田橋・神楽坂,JR水道橋駅西口徒歩3分/都営三田線水道橋駅徒歩5分,3800円,居酒屋,和食全般,水道橋,千代田区三崎町2-15-10,35.7009685,139.7531311,
45332,七輪焼肉　安安　大塚店,豊島区南大塚３－５５－３　光伸遠藤ビル４Ｆ,050-5815-5331,東京都,池袋・巣鴨・大塚,JR大塚駅徒歩30秒,2500円,焼肉・韓国料理,焼肉・ホルモン・ジンギスカン,大塚,豊島区南大塚3-55-3,35.7307899,139.7280956,
45342,信州そば処　そじ坊　晴海トリトンスクエア店,中央区晴海１－８－１６　晴海トリトン３Ｆ,050-5815-6819,東京都,銀座・有楽町・新橋・築地・月島,都営大江戸線勝どき駅A2出口　徒歩4分／地下鉄月島駅10番出口　徒歩9分,2000円,和食,和食全般,勝どき/月島,中央区晴海1-8-16,35.6574716,139.7823806,
45343,日本料理　草庵,中央区月島１－１９－２,03-3536-0708,東京都,銀座・有楽町・新橋・築地・月島,地下鉄有楽町線月島駅7番出口徒歩2分/地下鉄都営大江戸線月島駅7番出口徒歩2分　,6000円,和食,懐石料理,月島,中央区月島1-19-2,35.6644403,139.7821443,
45931,くつろぎの里　庄や　神戸店,神戸市中央区東川崎町１-1-3神戸クリスタルビルB1,050-5831-0447,兵庫県,神戸,ＪＲ神戸駅徒歩2分／神戸クリスタルビルのB1Ｆ,2800円,居酒屋,和食全般,神戸,神戸市中央区東川崎町1-1-3,34.6810977,135.1801905,
46216,gaza ,福岡市中央区大名１－３－３７,092-715-8310,福岡県,大名・今泉・警固,西通りから一風堂のある通りを大名方向へ→左手にロ-ソンがある四ツ角を左折→そのまま直進しＴ字路正面,2000～4000円,イタリアン・フレンチ,フランス料理,赤坂/天神/福岡,福岡市中央区大名1-3-37,33.5865800,130.3940800,
46273,焼鳥笑店　きて屋,明石市松の内２－４－４,078-929-2921,兵庫県,明石,西明石駅徒歩3分,3400円,居酒屋,焼き鳥・鶏料理,西明石,明石市松の内2-4-4,34.6659409,134.9633172,
46294,Bistrot ASH &nbsp;&nbsp;ビストロ アッシュ　【ワインセラーのある一軒家フレンチ】,台東区雷門２－９－６,050-5815-6659,東京都,上野・御徒町・浅草,東武伊勢崎線浅草駅中央出口　徒歩5分／都営浅草線浅草駅A4出口　徒歩3分／東京メトロ銀座線浅草駅2番出口　徒歩3分,通常5000円、宴会5000円、ランチ1000円,イタリアン・フレンチ,フランス料理,浅草/浅草,台東区雷門2-9-6,35.7098215,139.7950418,
46298,相撲茶屋　ちゃんこ　江戸沢　東京総本店,墨田区両国３－２４－１１,050-5816-0381,東京都,錦糸町・浅草橋・両国・亀戸,JR両国駅　東口徒歩2分／地下鉄大江戸線両国駅　4番出口徒歩12分,3000円　※ランチは日替わり714円より,居酒屋,鍋料理,秋葉原/錦糸町/両国,墨田区両国3-24-11,35.6950453,139.7945424,
46302,函館海鮮　漁火　両国店,墨田区両国４－３７－６　スゴーアネックスビル２Ｆ,050-5815-8715,東京都,錦糸町・浅草橋・両国・亀戸,JR総武線両国駅　東口徒歩1分／都営大江戸線両国駅　江戸博物館出口徒歩2分,3000円,居酒屋,串焼き・串揚げ,両国/両国,墨田区両国4-37-6,35.6953842,139.7955006,
46308,ROCKS &nbsp;CAFE,広島市中区三川町６－１６－２F,050-5834-4838,広島県,広島市（広島市中心部）,広島電鉄、八丁堀駅から徒歩５分。,2000円～3000円,ダイニングバー,ピザ,八丁堀/袋町,広島市中区三川町6-16-2,34.3895832,132.4608254,
46310,ＲＥＳＴ　ｒｅｓｔ　ＲＥＳＴ,豊島区巣鴨１－９－８　芳賀ビル１Ｆ,03-5319-0410,東京都,池袋・巣鴨・大塚,JR巣鴨駅　徒歩3分/地下鉄都営三田線巣鴨駅　徒歩3分/千石駅　徒歩10分,【昼】1000円　【夜】2500円,イタリアン・フレンチ,イタリア料理,巣鴨,豊島区巣鴨1-9-8,35.7328619,139.7415141,
46905,豊のしゃも専門店　ひなどり,大分市日岡２－５－１３　エレガンス日岡１Ｆ　,097-558-0011,大分県,大分市,JR日豊本線高城駅から車で5分。日岡交差点すぐ,2500円～3000円,居酒屋,焼き鳥・鶏料理,高城,大分市日岡2-5-13,33.2503861,131.6601649,
47106,七輪焼肉　遊々亭　グルメ通り店,鹿児島市東千石町８－５－２F,099-222-4564,鹿児島県,鹿児島市　天文館・中央駅・ふ頭,テンパーク通り一つめの筋を左へ入り、グルメ通りへ。グルメ通り中央あたりの２F,2500円,焼肉・韓国料理,焼肉・ホルモン・ジンギスカン,鹿児島中央/天文館通,鹿児島市東千石町8-5-2,31.5916012,130.5535439,
47148,レストランカラオケ　シダックス　郡山うねめ通りクラブ,郡山市朝日３－２－３４,024-931-5522,福島県,郡山,東北本線郡山駅西口より車15分,2000円,カラオケ・パーティ,ケーキ・デザート,郡山,郡山市朝日3-2-34,37.4077672,140.3612473,
47382,KiRiKo （キリコ）,新潟市中央区東大通１－２－１０,025-244-1080,新潟県,新潟駅・万代,新潟駅前より2分,2700円　（飲み放題付きコースは3500円）,居酒屋,和風創作料理,新潟,新潟市中央区東大通1-2-10,37.9140321,139.0597361,
47428,炭火焼　八剣伝　手城店,福山市南手城町４－１２－３,084-928-3939,広島県,福山,【南手城町】福山パークレーン北側/徒歩3分,2500円,居酒屋,炭火焼,東福山,福山市南手城町4-12-3,34.4826304,133.3996466,
47515,和風居酒屋　竹家,北九州市小倉北区魚町２-4-8-2F,093-533-3255,福岡県,北九州,平和通から徒歩２分,4500円,居酒屋,和食全般,小倉/平和通,北九州市小倉北区魚町2-4-8,33.8839926,130.8805463,
47528,花わさび,北九州市小倉北区魚町３－３－５　米谷魚町第２ビル１Ｆ,093-511-1730,福岡県,北九州,魚町・JR小倉駅徒歩3分。焼き鳥本陣さんとぶんぶく茶屋さんの間の道をまっすぐ進みます。左手に見える和風のお店です。,3000～3500円,居酒屋,焼き鳥・鶏料理,小倉/平和通,北九州市小倉北区魚町3-3-5,33.8830066,130.8802353,
48010,ちゃんこ江戸沢　長岡今朝白店,長岡市今朝白２-5-15,0258-39-6877,新潟県,長岡,今朝白トーアショッピングセンター内　原信今朝白店近く,2000円,居酒屋,鍋料理,長岡,長岡市今朝白2-5-15,37.4481457,138.8593540,
48036,味処　九右衛門,新潟市中央区米山１－７－６,025-241-8185,新潟県,新潟駅南,けやき通り張園様の裏,3500円　※宴会コースは4000円～,居酒屋,和食全般,新潟,新潟市中央区米山1-7-6,37.9092466,139.0609197,
48133,ほろ酔い処　あかり亭,郡山市駅前１－７－３　 エリート６ビル１Ｆ,024-932-0133,福島県,郡山,郡山駅前旧丸井南側、旧寿泉堂病院近く,4000円,居酒屋,串焼き・串揚げ,郡山,郡山市駅前1-7-3,37.3971661,140.3865592,
48184,全品313円均一 えこひいき &nbsp;川崎市役所前店【個室 居酒屋 食べ放題 飲み放題 誕生日】,川崎市川崎区砂子１－１０－２　ソシオ砂子ビルB１F,050-5815-7537,神奈川県,川崎・鶴見,JR川崎駅東口徒歩5分／京急川崎駅　徒歩2分,2300円,居酒屋,和風創作料理,川崎/京急川崎,川崎市川崎区砂子1-10-2,35.5311724,139.7023261,
48239,旨いもの台所　沖縄鉄板料理　南風　栄北店,名古屋市中区丸の内３－５－３９,050-5831-1741,愛知県,栄(ｷﾀ)/錦/伏見/丸の内/泉/東桜,久屋大通駅２番出口徒歩５分/市役所駅３番出口徒歩５分,3200円,お好み焼き・もんじゃ・鉄板焼き,鉄板焼き,市役所/久屋大通/丸の内,名古屋市中区丸の内3-5-39,35.1777608,136.9062342,
48387,おいどん本店,宇都宮市東宿郷２-５-２３　石海ビル1F,028-639-0201,栃木県,宇都宮,JR宇都宮駅東口　徒歩2分,3000円,居酒屋,焼き鳥・鶏料理,宇都宮,宇都宮市東宿郷2-5-23,36.5581101,139.9029634,
48454,【宴会　歓送迎会 懇親会】居酒屋　楽酒銘菜　州　麹町,千代田区麹町２－１０－２,03-3263-3847,東京都,四ツ谷・麹町・市ヶ谷・九段下,"東京メトロ有楽町線麹町駅,3番4番5番出口2分／半蔵門駅,3番4番5番出口から徒歩2分／JR四ツ谷駅　上智大学出口徒歩5分　",2900円,居酒屋,和食全般,麹町/半蔵門/四ツ谷,千代田区麹町2-10-2,35.6848812,139.7404603,
48469,火鍋屋　亀戸店,江東区亀戸６－２８－５　１Ｆ,03-5626-1388,東京都,錦糸町・浅草橋・両国・亀戸,JR総武線亀戸駅北口徒歩4分,2000円,中華,中華料理,亀戸,江東区亀戸6-28-5,35.6964342,139.8273587,
48471,居酒家　土間土間　両国横綱通り店,墨田区両国３－２６－１１　田久保ビル２Ｆ,050-5815-6666,東京都,錦糸町・浅草橋・両国・亀戸,JR総武線両国駅東口　徒歩1分／都営大江戸線両国駅　A4出口徒歩5分　,2500円,居酒屋,焼き鳥・鶏料理,両国/両国,墨田区両国3-26-11,35.6953619,139.7938119,
48476,東天紅　第一ホテル両国店,墨田区横網１－６－１　第一ホテル両国２Ｆ,050-5815-6308,東京都,錦糸町・浅草橋・両国・亀戸,JR総武線　両国駅徒歩7分／地下鉄大江戸線　両国駅1分,レストラン2500円　宴会5500円,中華,中華料理,両国/両国,墨田区横網1-6-1,35.6983005,139.7968560,
48478,うまいもの屋　ちゃんこ桃太郎,墨田区横網１－３－２０,050-5815-8160,東京都,錦糸町・浅草橋・両国・亀戸,JR総武線　両国駅徒歩1分／都営大江戸線　両国駅徒歩3分,2000円,居酒屋,鍋料理,両国/両国,墨田区横網1-3-20,35.6961979,139.7926370,
48482,ちゃんこ道場　両国駅前店,墨田区横網１－３－１２,03-5624-3655,東京都,錦糸町・浅草橋・両国・亀戸,JR総武線両国駅　東口徒歩2分／地下鉄大江戸線両国駅　A4出口徒歩6分,2000円～,和食,鍋料理,両国/両国,墨田区横網1-3-12,35.6957758,139.7926565,
48492,鮮魚家,文京区本郷２－４０－１３　ベルショップ本郷2Ｆ,03-3813-9997,東京都,水道橋・飯田橋・神楽坂,丸ノ内線本郷三丁目駅　徒歩1分／都営大江戸線本郷三丁目駅　徒歩1分,3500円,居酒屋,和食全般,本郷三丁目,文京区本郷2-40-13,35.7070180,139.7603665,
48493,啄木,文京区本郷４－５－１０　サンファミリー１Ｆ,050-5815-8175,東京都,水道橋・飯田橋・神楽坂,丸ノ内線本郷三丁目駅1番出口　徒歩3分／大江戸線本郷三丁目駅3番出口　徒歩3分,3500円,居酒屋,焼き鳥・鶏料理,本郷三丁目,文京区本郷4-5-10,35.7075901,139.7581639,
48515,酒肴宴　ばいたりや,新潟市中央区東大通２－１０－４　加正ビル１F,025-241-7005,新潟県,新潟駅・万代,新潟駅から徒歩6分、明石通り「ダイハツ」脇より万代方面へ100mほど。けんしん近く。,2700円,居酒屋,そば・うどん,新潟,新潟市中央区東大通2-10-4,37.9167124,139.0606025,
48524,亀有酒場　たまや,葛飾区亀有５－３３－１５,050-5815-8792,東京都,北千住・日暮里・葛飾・荒川,JR亀有駅北口より徒歩1分,2500円,居酒屋,焼き鳥・鶏料理,亀有,葛飾区亀有5-33-15,35.7665079,139.8467476,
48557,珈琲＆無国籍ダイニング　海峡　新小岩南口店,葛飾区新小岩１－４４－２　クッターナシティビル５Ｆ,050-5815-3409,東京都,錦糸町・浅草橋・両国・亀戸,JR総武線新小岩駅南口の目の前徒歩30秒,2400円～2600円,居酒屋,和風創作料理,新小岩,葛飾区新小岩1-44-2,35.7165553,139.8579606,
48564,海鮮居酒屋　はなの舞　新小岩店,葛飾区新小岩１－４４－２　クッターナ新小岩５Ｆ,050-5815-8401,東京都,錦糸町・浅草橋・両国・亀戸,JR総武線新小岩駅南口徒歩1分,2600円,居酒屋,和食全般,新小岩,葛飾区新小岩1-44-2,35.7165553,139.8579606,
